GA_ID,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
150621,4963.9,4963.9,4963.9,4963.9,4963.9,4963.9,4963.9,4963.9,4963.9,4963.9,4963.9,4963.9,4963.9,5217,4654.87,4964.6,5513.3,6094.5,6881,7692,9316,9432,11243,11248,11184,18481,16326,17487,18769,20647,23166,32714,25521,23852,24152,60430,61489,61489,61489
150122,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1943.1,1935.51,1994,2628,1916,1682,1436,1642,1722,2088.65,2100,3384,3299,4544,4736.6,5173,5335,5520,5794,6075,6227,6269,6394,6874,7027,7027,7027
150302,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,2464,2695,3043,2974,3056,2948,3400,2503,2933,3218,2997,2783,2877,3057,3174,3299,3381,3381,3381
150826,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1410,1626,1928,1947,2303,2549,2769,2895,2917,2962,3004,3307,3561,3614,3650,3650.3,3710,3723,3740,3794,3859,3906,3921,3684,3684,3684
150221,2772.18,2772.18,2772.18,2772.18,2772.18,2772.18,2772.18,2772.18,2772.18,2772.18,2772.18,2772.18,2772.18,3055.5,2800,3564.62,3617.06,3965,3767,3876,3888,4068,3909,3581,3744,4117,5369,5619,5703,6117,6520,6648,6934,9038,9643,9645,9758,9758,9758
150602,186.28,186.28,186.28,186.28,186.28,186.28,186.28,186.28,186.28,186.28,186.28,186.28,186.28,209.8,244.03,286.27,415.07,434.34,622,853.1,1075,1177,1571,1600,1251,903,887,891,939,902,1309,627,656,752,731,734,717,717,717
150121,3648,3648,3648,3648,3648,3648,3648,3648,3648,3648,3648,3648,3458,8800,6815,4124,4110,4942,3759,3967,4090,6202.64,6331.98,6483,6791.4,7120,7835,7842,8138,8166,9784,10620,11159,11650,12927,13164,13358,13358,13358
150623,261.25,261.25,261.25,261.25,261.25,261.25,261.25,261.25,261.25,261.25,261.25,261.25,261.25,421.99,466.78,584.42,419.37,565.74,575,746,895.16,1053,446,837,1078,1607,2405,2487,3549,2426,3177,3568,3693,3822,4083,4533,4638,4638,4638
150626,450.41,450.41,450.41,450.41,450.41,450.41,450.41,450.41,450.41,450.41,450.41,450.41,450.41,688.6,536.56,595.61,603.78,645.42,607,730,791.45,851,847,973,1245,1536,1705,1806,1393,1406,8155,8243,1452,1563,1587,1591,1608,1608,1608
410325,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1317,1334,1312,1282,1302,1717,2268,2449,2488,2680,2724,2790,2961,3109,3348,3543,4406,6838,8655,11728,12572,11032.3328,11269,10789.51,9716.21,11627.6864,11930.9,11930.9,11930.9
