GA_ID,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
610402,15225,15225,15225,15225,15225,15225,15225,15225,15225,15225,15225,15225,15225,15225,15225,15225,15225,15225,15225,15225,15450,26742,30394,28677,28364,27165,25965,28782,29885,30128,24544,29700,29551,28364,26513,27191,,,7483
610403,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,2890,2812,2950,3087,3225,3362,5980,2618,7035,4372,4560,4673,4570,,,
610430,18004,18004,18004,18004,18004,18004,18004,18004,18004,18004,18004,18004,18004,18004,18004,18004,18004,18004,18004,18004,17728,23266,23252,20064,16346,17165,17984,19188,25296,35434,43207,39287,32721,28316,30758,30680,,,22511
610821,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6319,7132,6362,6765,6765,6731,6683,6891,6718,6226,5866,5942,6657,6686,6895,7258,7280,7302,7329,,,7616
610222,3281,3281,3281,3281,3281,3281,3281,3281,3281,3281,3281,3281,3281,3281,3281,3281,3281,3281,4079,4525,4971,6197,6483,5578,6118,7230,9674,10575,11475,11418,11493,12466,12588,12589,12559,12546,,,
610632,3261,3261,3261,3261,3261,3261,3261,3261,3261,3261,3261,3261,3261,3261,3261,3524,3148,3133,3084,3501,3999,4130,4245,4768,5207,5561,5419,6234,6876,7143,8285,8381,9085,10805,11223,11530,,,
610627,879,879,879,879,879,879,879,879,879,879,879,879,879,879,879,851,1900,1929,1061,1222,2713,2804,1788,2995,1686,1641,1728,1878,2281,2708,3390,3406,3492,3415,3333,3694,,,
610326,30585,30585,30585,30585,30585,30585,30585,30585,30585,30585,30585,30585,30585,30585,30585,30585,26335,22085,25429,23634,21839,24422,22993,23881,24435,23316,23622,27853,28422,32732,36331,38944,40480,41394,41974,43974,,,
610822,4357,4357,4357,4357,4357,4357,4357,4357,4357,4357,4357,4357,4357,4357,4357,4357,4357,4740,5385,8306,6377,1490,6000,6304,7282,7560,7657,7753,7850,7665,7736,7210,6104,6064,6060,5570,,,5861
610329,3180,3180,3180,3180,3180,3180,3180,3180,3180,3180,3180,3180,3180,3180,3180,3180,3333,3486,4312,5117,5921,5459,8575,5093,5401,8605,7059,7317,7697,7752,8131,12829,23197,23604,14824,15242,,,
610630,3459,3459,3459,3459,3459,3459,3459,3459,3459,3459,3459,3459,3459,3459,3459,3428,4474,5190,6059,6356,6519,6206,7553,8550,7248,7461,7123,7653,8276,9114,9997,13099,9524,14991,17917,18618,,,
610626,2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,3055,3123,2702,3061,3353,3583,4241,4634,4241,3909,3631,3450,3314,3322,,,
610523,50541,50541,50541,50541,50541,50541,50541,50541,50541,50541,50541,50541,50541,50541,50541,50541,51540,52538,53537,54535,55534,54979,56523,60695,61979,62681,63383,64084,64786,72602,76694,80594,71094,74135,82593,87380,,,83273
610802,10490,10490,10490,10490,10490,10490,10490,10490,10490,10490,10490,10490,10490,10490,10490,10490,10490,11716,12607,12324,11531,12909,13500,15774,18896,17096,18841,18841,19434,22619,20337,20415,21406,23090,23922,22877,,,38100
610302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610602,2633,2633,2633,2633,2633,2633,2633,2633,2633,2633,2633,2633,2633,2633,2633,4499,6161,7071,6866,6911,7098,7464,7969,7894,8273,9329,8986,8906,7583,7538,7499,7312,7291,7275,7424,7447,,,
610322,20023,20023,20023,20023,20023,20023,20023,20023,20023,20023,20023,20023,20023,20023,20023,20023,19949,19874,19874,19874,19874,19874,19624,27907,30523,31157,28900,29064,28710,29061,30091,34249,37833,39781,42299,43274,,,
610631,1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,2248,2204,2015,2130,2831,2755,3205,3557,3643,3751,5776,7865,9557,9913,10122,10824,9917,10226,10059,10562,10716,,,
610582,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5678,5936,6195,6453,6711,5228,5445,4989,5583,5506,5430,5353,5276,5286,5461,5129,5380,5376,7588,7668,,,7698
610323,17539,17539,17539,17539,17539,17539,17539,17539,17539,17539,17539,17539,17539,17539,17539,17539,18306,19073,24993,23711,22429,22855,25322,22576,24151,24860,24980,25628,26252,21404,21450,21256,22623,24680,24571,24990,,,
610125,21396,21396,21396,21396,21396,21396,21396,21396,21396,21396,21396,21396,21396,21396,21396,21396,21396,21396,21396,21396,21396,21396,21396,22276,23901,25153,26405,27657,28909,31138,30850,32009,31941,32783,33755,48221,,,31751
610327,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,7113,7819,8662,8448,8234,8256,8112,8876,9445,10627,10875,11300,11976,11776,11470,11792,12711,13277,13492,13609,,,
610424,32914,32914,32914,32914,32914,32914,32914,32914,32914,32914,32914,32914,32914,32914,32914,32914,32914,32914,32914,32914,31754,32386,31607,31860,32356,36907,41457,33801,33263,30921,77507,78793,274558,275625,90307,91008,,,111760
610502,42337,42337,42337,42337,42337,42337,42337,42337,42337,42337,42337,42337,42337,42337,42337,42337,43611,44885,46160,47434,48708,48125,50120,54697,64265,62182,60099,58015,55932,55898,55736,59342,58223,58292,67203,69224,,,31588
610115,33829,33829,33829,33829,33829,33829,33829,33829,33829,33829,33829,33829,33829,33829,33829,33829,33829,33829,33829,33829,33829,33829,33829,34428,35763,35752,35742,35731,35720,36105,38815,39377,39101,39256,39641,39813,,,40674
610527,16048,16048,16048,16048,16048,16048,16048,16048,16048,16048,16048,16048,16048,16048,16048,16048,18582,21116,23650,26184,28718,26865,28767,28710,29005,28512,28019,27526,27033,29538,30051,45410,47824,51325,53742,58166,,,68699
610427,18291,18291,18291,18291,18291,18291,18291,18291,18291,18291,18291,18291,18291,18291,18291,18291,18291,18291,18291,18291,19920,20339,22418,22667,23692,23802,23911,22429,25184,19561,21909,24133,28474,22427,20626,21516,,,19286
610423,36212,36212,36212,36212,36212,36212,36212,36212,36212,36212,36212,36212,36212,36212,36212,36212,36212,36212,36212,36212,37259,38202,38949,42245,43771,49114,54456,49809,49409,47350,52833,41050,40253,38800,36610,34150,,,22190
610126,20733,20733,20733,20733,20733,20733,20733,20733,20733,20733,20733,20733,20733,20733,20733,20733,20733,20733,20733,20733,20733,20733,20733,20054,21090,21884,22678,23472,24266,25469,25335,24021,27865,22293,20577,34706,,,4200
610114,13751,13751,13751,13751,13751,13751,13751,13751,13751,13751,13751,13751,13751,13751,13751,13751,13751,13751,13751,13751,13751,13751,13751,15617,16288,16425,16561,16698,16834,17429,18517,18409,19275,21696,24039,25050,,,28240
